incident_id,timestamp,latitude,longitude,crime_type
CRAVE-00363,2026-02-07T01:00:00,26.85555,80.88895,ROBBERY
CRAVE-00364,2026-02-16T20:23:00,26.72724,80.82819,VANDALISM
CRAVE-00365,2026-01-25T19:35:00,26.76618,80.88182,ASSAULT
CRAVE-00366,2026-03-12T16:52:00,26.87825,80.92886,THEFT
CRAVE-00367,2026-01-17T11:25:00,26.77971,80.97789,VANDALISM
CRAVE-00368,2026-02-16T12:12:00,26.81639,80.88422,THEFT
CRAVE-00369,2026-01-06T09:08:00,26.83417,80.94863,VANDALISM
CRAVE-00370,2026-02-28T12:38:00,26.8629,80.84236,VANDALISM
CRAVE-00371,2026-02-10T13:25:00,26.8785,80.93829,ROBBERY
CRAVE-00372,2026-03-17T18:32:00,26.85253,80.90517,FRAUD
CRAVE-00373,2026-03-14T17:30:00,26.85052,80.87894,FRAUD
CRAVE-00374,2026-01-15T21:37:00,26.76923,80.9638,FRAUD
CRAVE-00375,2026-03-22T08:38:00,26.79593,80.97473,VANDALISM
CRAVE-00376,2026-03-15T15:46:00,26.72822,80.89687,VANDALISM
CRAVE-00377,2026-03-23T07:39:00,26.84394,80.88083,FRAUD
CRAVE-00378,2026-02-01T09:36:00,26.87171,80.83758,THEFT
CRAVE-00379,2026-02-26T18:26:00,26.74423,80.93048,ASSAULT
CRAVE-00380,2026-03-07T03:58:00,26.79546,80.95574,FRAUD
CRAVE-00381,2026-01-09T06:08:00,26.80299,80.90974,FRAUD
CRAVE-00382,2026-03-04T00:24:00,26.7702,80.84771,VANDALISM
CRAVE-00383,2026-02-14T01:22:00,26.82814,80.95882,FRAUD
CRAVE-00384,2026-03-25T06:16:00,26.81761,80.85076,BURGLARY
CRAVE-00385,2026-02-06T01:19:00,26.75598,80.97567,ROBBERY
CRAVE-00386,2026-02-07T06:13:00,26.83044,80.89824,ASSAULT
CRAVE-00387,2026-02-15T01:59:00,26.86952,80.93547,ROBBERY
CRAVE-00388,2026-01-17T02:43:00,26.80691,80.96332,ASSAULT
CRAVE-00389,2026-02-14T12:18:00,26.72673,80.97285,THEFT
CRAVE-00390,2026-02-14T22:41:00,26.76103,80.89665,BURGLARY
CRAVE-00391,2026-03-10T16:59:00,26.80992,80.86346,THEFT
CRAVE-00392,2026-03-21T07:37:00,26.75829,80.82812,VANDALISM
CRAVE-00393,2026-01-30T04:14:00,26.7284,80.88613,FRAUD
CRAVE-00394,2026-03-02T11:43:00,26.84332,80.82083,VANDALISM
CRAVE-00395,2026-01-21T21:41:00,26.86961,80.96054,ASSAULT
CRAVE-00396,2026-03-25T14:48:00,26.87423,80.87139,FRAUD
CRAVE-00397,2026-01-08T10:41:00,26.81186,80.90562,FRAUD
CRAVE-00398,2026-01-05T13:26:00,26.86116,80.84813,THEFT
CRAVE-00399,2026-02-20T23:11:00,26.86986,80.97394,ROBBERY
CRAVE-00400,2026-01-05T08:19:00,26.81087,80.83717,ROBBERY
CRAVE-00401,2026-02-06T22:41:00,26.80693,80.89903,BURGLARY
CRAVE-00402,2026-03-06T22:17:00,26.75085,80.83802,BURGLARY
CRAVE-00403,2026-03-01T04:16:00,26.83498,80.82225,ROBBERY
CRAVE-00404,2026-02-08T02:43:00,26.84117,80.84808,FRAUD
CRAVE-00405,2026-02-21T21:32:00,26.77247,80.88413,THEFT
CRAVE-00406,2026-01-24T12:30:00,26.77178,80.85969,ROBBERY
CRAVE-00407,2026-02-19T15:28:00,26.8406,80.97265,ROBBERY
CRAVE-00408,2026-03-17T07:36:00,26.72183,80.92459,FRAUD
CRAVE-00409,2026-01-31T09:42:00,26.73892,80.86909,ASSAULT
CRAVE-00410,2026-03-30T00:59:00,26.86322,80.93257,ROBBERY
CRAVE-00411,2026-03-30T11:40:00,26.86658,80.86721,VANDALISM
CRAVE-00412,2026-01-29T15:08:00,26.79651,80.8928,VANDALISM
CRAVE-00413,2026-02-17T21:44:00,26.80788,80.89533,VANDALISM
CRAVE-00414,2026-03-27T14:48:00,26.75959,80.94076,THEFT
CRAVE-00415,2026-03-09T22:33:00,26.8326,80.8325,VANDALISM
CRAVE-00416,2026-01-15T09:53:00,26.80762,80.90088,VANDALISM
CRAVE-00417,2026-03-10T12:10:00,26.7725,80.90325,THEFT
CRAVE-00418,2026-03-29T14:45:00,26.8133,80.83455,VANDALISM
CRAVE-00419,2026-02-27T09:29:00,26.74111,80.88647,VANDALISM
CRAVE-00420,2026-01-09T01:29:00,26.82764,80.86931,THEFT
CRAVE-00421,2026-02-20T16:52:00,26.72048,80.85486,THEFT
CRAVE-00422,2026-01-06T21:22:00,26.83206,80.90659,THEFT
CRAVE-00423,2026-01-09T23:02:00,26.76593,80.8488,BURGLARY
CRAVE-00424,2026-03-25T07:41:00,26.87421,80.87991,ASSAULT
CRAVE-00425,2026-02-27T20:24:00,26.73284,80.97426,VANDALISM
CRAVE-00426,2026-01-19T04:55:00,26.77564,80.84856,VANDALISM
CRAVE-00427,2026-02-21T00:08:00,26.83646,80.85563,THEFT
CRAVE-00428,2026-01-03T17:29:00,26.82776,80.90711,VANDALISM
CRAVE-00429,2026-02-18T15:15:00,26.7937,80.84482,BURGLARY
CRAVE-00430,2026-01-15T09:51:00,26.82563,80.91839,THEFT
CRAVE-00431,2026-01-31T14:04:00,26.73614,80.82537,VANDALISM
CRAVE-00432,2026-03-29T06:55:00,26.72779,80.93849,ASSAULT
CRAVE-00433,2026-02-26T15:34:00,26.75476,80.9582,THEFT
CRAVE-00434,2026-01-19T00:18:00,26.75747,80.96662,VANDALISM
CRAVE-00435,2026-02-11T02:38:00,26.84361,80.95094,BURGLARY
CRAVE-00436,2026-02-08T12:42:00,26.8034,80.88617,ROBBERY
CRAVE-00437,2026-01-09T01:37:00,26.86075,80.96585,FRAUD
CRAVE-00438,2026-03-28T21:35:00,26.7993,80.97557,FRAUD
CRAVE-00439,2026-03-27T20:50:00,26.80391,80.93141,ASSAULT
CRAVE-00440,2026-01-20T17:24:00,26.74942,80.90607,BURGLARY
CRAVE-00441,2026-01-29T17:54:00,26.83321,80.94892,THEFT
CRAVE-00442,2026-03-13T21:26:00,26.80917,80.84145,BURGLARY
CRAVE-00443,2026-02-02T14:21:00,26.82347,80.96756,ROBBERY
CRAVE-00444,2026-01-13T01:46:00,26.85271,80.82825,ASSAULT
CRAVE-00445,2026-03-29T03:38:00,26.72633,80.83165,VANDALISM
CRAVE-00446,2026-03-28T01:13:00,26.7967,80.95912,ROBBERY
CRAVE-00447,2026-02-08T08:13:00,26.86995,80.97393,THEFT
CRAVE-00448,2026-03-03T15:44:00,26.8167,80.85272,BURGLARY
CRAVE-00449,2026-03-12T18:49:00,26.76529,80.8946,FRAUD
CRAVE-00450,2026-02-15T17:16:00,26.77754,80.96125,ASSAULT
CRAVE-00451,2026-01-14T07:30:00,26.84186,80.87124,BURGLARY
CRAVE-00452,2026-02-17T18:26:00,26.72731,80.95825,FRAUD
CRAVE-00453,2026-01-19T08:16:00,26.80853,80.91345,FRAUD
CRAVE-00454,2026-02-23T17:09:00,26.75139,80.8568,VANDALISM
CRAVE-00455,2026-02-01T23:35:00,26.82474,80.92958,ROBBERY
CRAVE-00456,2026-03-05T07:41:00,26.83834,80.89373,FRAUD
CRAVE-00457,2026-02-15T13:08:00,26.83525,80.89813,VANDALISM
CRAVE-00458,2026-03-24T09:33:00,26.72541,80.95547,FRAUD
CRAVE-00459,2026-01-07T08:26:00,26.742,80.92091,THEFT
CRAVE-00460,2026-01-20T08:13:00,26.80092,80.87971,VANDALISM
CRAVE-00461,2026-03-24T05:59:00,26.81864,80.89731,ASSAULT
CRAVE-00462,2026-01-03T08:34:00,26.80826,80.8219,VANDALISM
CRAVE-00463,2026-02-06T01:18:00,26.72274,80.95011,FRAUD
CRAVE-00464,2026-02-25T13:06:00,26.86689,80.9039,BURGLARY
CRAVE-00465,2026-01-26T03:33:00,26.76039,80.87671,ASSAULT
CRAVE-00466,2026-01-11T19:25:00,26.79344,80.85891,FRAUD
CRAVE-00467,2026-01-29T17:43:00,26.85249,80.8329,FRAUD
CRAVE-00468,2026-01-05T10:25:00,26.78068,80.90843,THEFT
CRAVE-00469,2026-03-23T08:44:00,26.74742,80.89998,ASSAULT
CRAVE-00470,2026-03-24T18:36:00,26.87637,80.97581,VANDALISM
CRAVE-00471,2026-01-06T15:13:00,26.8642,80.93077,VANDALISM
CRAVE-00472,2026-03-02T16:02:00,26.86787,80.92951,ROBBERY
CRAVE-00473,2026-03-12T02:42:00,26.72526,80.9686,ROBBERY
CRAVE-00474,2026-01-03T14:37:00,26.74307,80.95131,ASSAULT
CRAVE-00475,2026-01-10T17:10:00,26.81023,80.91067,ASSAULT
CRAVE-00476,2026-03-29T01:21:00,26.78142,80.93836,FRAUD
CRAVE-00477,2026-01-12T00:47:00,26.87589,80.82859,ASSAULT
CRAVE-00478,2026-01-30T10:21:00,26.81683,80.91822,VANDALISM
CRAVE-00479,2026-02-20T18:01:00,26.82146,80.94537,ASSAULT
CRAVE-00480,2026-03-04T15:22:00,26.80849,80.88007,BURGLARY
CRAVE-00481,2026-03-30T02:42:00,26.78081,80.94355,ROBBERY
CRAVE-00482,2026-02-02T06:04:00,26.73313,80.84468,FRAUD
CRAVE-00483,2026-03-23T12:47:00,26.78234,80.87771,THEFT
CRAVE-00484,2026-01-01T17:28:00,26.77759,80.86316,BURGLARY
CRAVE-00485,2026-01-12T13:27:00,26.79181,80.90876,ASSAULT
CRAVE-00486,2026-01-14T08:05:00,26.77663,80.83489,VANDALISM
CRAVE-00487,2026-02-11T20:00:00,26.7667,80.88205,THEFT
CRAVE-00488,2026-03-13T15:36:00,26.80338,80.92965,BURGLARY
CRAVE-00489,2026-01-18T16:19:00,26.76295,80.84335,BURGLARY
CRAVE-00490,2026-02-25T16:26:00,26.76796,80.94523,ROBBERY
CRAVE-00491,2026-02-02T15:46:00,26.82001,80.91501,BURGLARY
CRAVE-00492,2026-02-28T11:08:00,26.76875,80.97181,ROBBERY
CRAVE-00493,2026-03-21T20:51:00,26.85795,80.89044,ASSAULT
CRAVE-00494,2026-03-26T03:08:00,26.76807,80.91651,FRAUD
CRAVE-00495,2026-01-26T23:20:00,26.74842,80.88372,ROBBERY
CRAVE-00496,2026-02-08T07:44:00,26.82126,80.97484,BURGLARY
CRAVE-00497,2026-02-11T20:17:00,26.85064,80.88287,THEFT
CRAVE-00498,2026-03-14T14:37:00,26.87956,80.84879,VANDALISM
CRAVE-00499,2026-01-05T07:29:00,26.87088,80.85354,ROBBERY
CRAVE-00500,2026-03-30T10:52:00,26.85565,80.94721,FRAUD
